id,created_at,favorite_count,retweet_count,text
1461746903079600134,2021-11-19 17:23:14,311,58,Very good to catch up with Commissioner Margrethe @vestager on the implementation of the Recovery and Resilience Facility and the European Payments Initiative that we both support and encourage. https://t.co/FCAvxAfH7S
1461616514994475011,2021-11-19 8:45:07,138,55,"Recent price rises are unwelcome and painful. We take concerns about how long they will last very seriously.
At the European Banking Congress, I explained that factors driving higher prices are likely to fade. We should not withdraw policy support too soon https://t.co/2BqBrENqsx https://t.co/oZBfYZlgUo"
1461014581229363203,2021-11-17 16:53:15,78,19,"Good discussion today with French Prime Minister @JeanCASTEX about the outlook for the euro area economy as it recovers from the pandemic.

Échange intéressant aujourd’hui avec le Premier ministre @JeanCASTEX sur les perspectives de reprise dans la zone euro après la pandémie. https://t.co/IH62PSV9Uy"
1460904343457222656,2021-11-17 9:35:12,117,27,"Women remain underrepresented in fundamental research and still face tough challenges when moving forward in their careers.
 
I’m glad I could speak about how we can help women thrive in science and mathematics at this year’s Friends of @Institut_IHES Gala. https://t.co/4vMWHsae8V"
1460632713237573632,2021-11-16 15:35:50,54,17,"Regardez en direct : À 17:00 CET, je parle avec @ACSarfati de l'importance et des avantages de la diversité à l'occasion du dixième anniversaire de la fédération de réseaux @financielles https://t.co/D8HXiTTBix https://t.co/6Y0V48XWew"
1457794749671239682,2021-11-08 19:38:47,42,12,"I also met shortly with Austrian finance minister @Gernot_Bluemel in the margins of the Eurogroup meeting. We discussed some technical issues, among them the implementation of Basel III rules."
1457794745942482947,2021-11-08 19:38:46,232,68,"At today’s Eurogroup meeting we discussed the positive economic outlook in the euro area, with monetary and fiscal policies supporting a strong recovery. We are confident that the current higher inflation is transitory. We also exchanged views on the goals of a digital euro. https://t.co/iK8ge1ctPr"
1457699320380248067,2021-11-08 13:19:35,95,23,"Interesting Macroeconomic Dialogue meeting before the Eurogroup with Slovenian finance minister @ASircelj, @VDombrovskis, @Paschald and unions and businesses from across Europe. We discussed current economic conditions and the impact of the digital transformation on the recovery. https://t.co/yvilVkaS2k"
1456318350024486914,2021-11-04 17:52:06,391,97,"Broadening women’s participation in economics and removing barriers to their careers is not just a matter of fairness – it is in the interest of society as a whole.

It was a pleasure to speak at our Women in Economics Conference, hosted together with @CEPR_org. https://t.co/VJ6hlPGSnl"
1456237389089812488,2021-11-04 12:30:23,51,15,"I’m looking forward to opening our Women in Economics Conference, hosted together with @CEPR_org. The conference showcases the work of renowned and up-and-coming female economists.

Follow my remarks and the conference https://t.co/9JsWHnCoH1 https://t.co/fCg16Uuq92"
1456216342454054912,2021-11-04 11:06:45,125,30,We can only avoid catastrophic climate change by eliminating carbon emissions. I know the road to a zero-carbon world may seem daunting but having clear milestones along the transition path will guide us on the way. Read my latest blog post on #TheECBBlog https://t.co/jMa176EEwj https://t.co/M4FIEg9nMT
1456207256568094726,2021-11-04 10:30:39,106,25,"As part of my visit to Lisbon, I spoke with Pedro Santos Guerreiro from @tvi.

We discussed the euro area’s ongoing recovery, the inflation outlook and my hopes for the #COP26 summit.

Watch our interview https://t.co/D8DKp55Gkh https://t.co/vV7IjBFcER"
1455958201590030343,2021-11-03 18:01:00,72,10,"It was an honour to speak with Portugal’s Council of State, which advises the President. We reflected on the outlook for the European economy.

Obrigada President Rebelo de Sousa for the invitation!

@presidencia @bancodeportugal https://t.co/VCAeiQHZIV"
1455952413085548556,2021-11-03 17:38:00,163,21,"Parabéns @bancodeportugal on your 175th anniversary!

It was a pleasure to help the bank celebrate this milestone.

As I said earlier, the bank is an institution that can be proud of its contribution to Portuguese history. https://t.co/E4asEfgaZa"
1455948869502750732,2021-11-03 17:23:55,111,28,"Through its resolve, Europe has achieved a strong economic recovery.

Let us now work on building a more resilient future.

Read my full speech at @bancodeportugal’s 175th anniversary event https://t.co/rWLmo5kRzx https://t.co/usQtfxP9Xz"
1455824875118075904,2021-11-03 9:11:12,52,17,"Our colleagues @bancodeportugal are celebrating the bank's 175th anniversary this month.

I’ll be speaking at an event to mark this special occasion from 10:30 CET. Follow live https://t.co/v43qSrprw8 https://t.co/ZxsA0bHA0c"
1454765999677390848,2021-10-31 11:03:37,371,87,"The #COP26 climate change talks are a crossroads for the future of our planet.
Those negotiating over the coming weeks need to show bold resolve to find an agreement. https://t.co/sIjyLVDpQi"
1450778694889447424,2021-10-20 10:59:29,175,45,"Ich habe Respekt vor Jens Weidmanns Entscheidung, nach über 10 Jahren als @bundesbank Präsident zurückzutreten, doch ich bedauere seine Entscheidung auch zutiefst. 

Jens ist ein guter persönlicher Freund, auf dessen Loyalität ich jederzeit zählen konnte.

https://t.co/MoFhzExGcD https://t.co/cCaRt1tApt"
1450764656595845121,2021-10-20 10:03:42,195,61,"I respect Jens Weidmann’s decision to step down as President of Deutsche @Bundesbank at the end of this year after more than 10 years of service, but I also immensely regret it.

Jens is a good personal friend on whose loyalty I could always count.

https://t.co/4Fin70cKp0 https://t.co/ufD3PbWe5K"
1449429640997650442,2021-10-16 17:38:50,170,42,"Europe reaped the gains of globalisation in the decades leading up to the pandemic.
In my Per Jacobsson lecture hosted by Guillermo Ortiz, I said that we must focus on building resilience to the challenges as globalisation becomes more unpredictable.

https://t.co/jyzMLac9rU https://t.co/5kuKPp2sYD"
1449023712079065096,2021-10-15 14:45:49,88,32,"I’m honoured to be delivering this year’s Per Jacobsson lecture.

Follow live tomorrow from 16:00 CET as I discuss globalisation after the pandemic https://t.co/ygwxk0W8ra

#IMFMeetings https://t.co/fAN6ZbxPz9"
1448657348197642240,2021-10-14 14:30:01,343,47,"On the margins of the IMF Annual Meeting in Washington D.C. I had a very good discussion with my colleague Jerome Powell, Chair of the @federalreserve. https://t.co/YBuCgiNeAR"
1448635712962695168,2021-10-14 13:04:02,224,41,"Great to meet Janet @SecYellen during the #IMFMeetings in Washington. We discussed the ongoing recovery on both sides of the Atlantic.

Janet and I recently met to speak about female empowerment on #TheECBPodcast. Do listen if you haven't yet https://t.co/mz6d6L1UaJ https://t.co/YSX8cjYBZX"
1448590262561906690,2021-10-14 10:03:26,81,29,"Economic activity has been recovering, but the main challenge remains steering the economy safely out of the pandemic crisis. Policy support should not end prematurely.

Read my statement for today’s International Monetary and Financial Committee (IMFC) https://t.co/6741rAWLV9"
1448573866968748033,2021-10-14 8:58:17,52,16,"Excellent as well to see progress being made on the historic agreement on global minimum tax, which the @g20org endorsed."
1448573863240114202,2021-10-14 8:58:16,239,74,"Productive discussions at the G20 and G7 meetings with finance ministers and central bank governors in Washington. We discussed the challenges facing the ongoing economic recovery, central bank digital currencies, and ways to coordinate efforts in fighting climate change. https://t.co/jfnhn6Uoh4"
